"","06BA","T63","T96","TBL","Ti7","TiD","TV9","TK1","TK3","TT7","TiJ"
"Merged-chr12-78910416-47",1857.38214892473,2124.91626422149,2189.90619846864,1855.33478496578,2033.47066499788,2380.32768097637,2165.45835435472,1861.46851367339,2222.01976587392,2177.91952958313,2278.61912870877
"Merged-chr12-4293275-11",38.5400579763497,18.5698050556185,15.5220758308468,17.7409969372671,29.1575719357104,28.1030422783515,26.6157614842025,26.7837196211999,19.9582613701251,27.2239941197891,21.6405168648319
"Merged-chr12-21443329-22",50.9723347429142,50.403756579536,55.6207717272011,42.9518873218046,49.6758632978769,64.6369972402085,34.0681746997792,52.4514509248497,44.668489733137,51.5823046480215,50.9188632113692
"Merged-chr12-55680663-10",24.8645535331289,27.8547075834278,15.5220758308468,24.2771537036287,25.9178417206314,17.798593442956,22.3572396467301,22.3197663509999,17.1070811743929,17.1941015493405,35.6432042479584
"Merged-chr12-3806077-3",21.1348705031595,11.9377318214691,14.2285695116096,20.5422069799935,11.8790107886227,17.798593442956,12.7755655124172,14.5078481281499,15.2062943772381,21.4926269366756,22.9134884451161
"Merged-chr12-118170604-17",13.6755044432209,11.9377318214691,12.9350631923723,11.2048401709056,10.7991007169298,11.2412169113406,10.646304593681,11.1598831754999,17.1070811743929,17.1941015493405,20.3675452845477
"Merged-chr12-55470585-46",62.1613838328222,80.9112934566236,68.5558349195734,71.8977244299773,74.5137949468154,61.8266930123733,73.4595016963989,69.1912756880996,96.9401266548932,71.6420897889188,89.108010619896
"Merged-chr12-20233951-47",446.318735919663,493.426248620721,497.999932906335,442.591186750769,410.365827243331,508.665065238162,455.661836609547,469.831081688547,432.42899635271,432.71822232507,418.807649913511
"Merged-chr12-2501704-14",11.189049089908,5.30565858731958,15.5220758308468,16.8072602563583,14.0388309320087,14.9882892151208,13.8401959717853,18.9718013983499,18.0574745729703,20.0597851408973,25.4594316056846
"Merged-chr12-39309313-3",8.7025937365951,7.95848788097937,7.76103791542341,7.46989344727037,7.55937050185084,4.68384037972525,8.5170436749448,8.92790654039995,8.55354058719645,12.8955761620054,15.2756589634108
"Merged-chr12-127987363-1",22.378098179816,11.9377318214691,10.3480505538979,14.0060502136319,16.1986510753947,8.43091268350545,20.2279787279939,8.92790654039995,15.2062943772381,12.8955761620054,12.7297158028423
"Merged-chr12-122606274-12",21.1348705031595,18.5698050556185,84.0779107504203,21.4759436609023,34.5571222941753,27.1662742024065,101.13989363997,25.6677313036499,20.9086547687024,27.2239941197891,30.5513179268215
"Merged-chr12-118832072-18",42.2697410063191,57.0358298136855,51.7402527694894,64.4278309827069,42.1164927960261,71.1943737718238,76.6533930745032,50.2194742897497,40.8669161388275,53.0151464437999,53.4648063719376
"Merged-chr12-122178832-21",47.2426517129448,49.0773419327061,40.0986958963543,50.421780769075,71.2740647317365,44.0280995694173,46.8437402121964,61.3793574652497,56.0732105160657,44.4180956691297,66.1945221747799
"Merged-chr12-88014208-10",9.94582141325155,17.2433904087886,18.1090884693213,13.0723135327231,8.63928057354381,14.9882892151208,17.0340873498896,15.6238364456999,22.8094415658572,15.7612597535621,20.3675452845477
"Merged-chr12-119620124-10",19.8916428265031,22.5490489961082,18.1090884693213,21.4759436609023,32.3973021507893,21.5456657467362,24.4865005654663,27.8997079387498,26.6110151601667,21.4926269366756,20.3675452845477
"Merged-chr12-60976162-7",24.8645535331289,41.1188540517268,32.3376579809309,21.4759436609023,32.3973021507893,28.1030422783515,21.292609187362,31.2476728913998,32.3133755516311,22.925468732454,34.3702326676742
"Merged-chr12-48163537-49",249.888763007945,250.69236825085,357.007744109477,229.699223503564,300.214999930648,345.667420023723,300.225789541804,233.241558367949,315.530608327691,249.314472465437,252.048372896277
"Merged-chr12-78902363-4",16.1619597965338,30.5075368770876,23.2831137462702,18.6747336181759,21.5982014338595,22.4824338226812,13.8401959717853,20.0877897158999,22.8094415658572,22.925468732454,15.2756589634108
"Merged-chr12-115457751-22",54.7020177728835,30.5075368770876,37.5116832578798,47.6205707263486,45.356223011105,44.0280995694173,60.6839361839817,43.5235443844498,37.065342544518,44.4180956691297,43.2810337296638
"Merged-chr12-46769345-47",936.150440522302,1167.24488921031,1143.45958620572,1243.73725897052,1056.15205011573,1270.25751098149,1274.36265986362,1043.44907690924,1239.31299174491,1272.3635146512,1143.12847909524
"Merged-chr12-84344116-13",6.21613838328222,13.264146468299,11.6415568731351,6.53615676636157,14.0388309320087,14.0515211391758,9.5816741343129,8.92790654039995,10.4543273843512,17.1941015493405,20.3675452845477
"Merged-chr12-3789551-25",253.618446037914,164.475416206907,170.742834139315,279.18726759173,238.660125844148,193.910991720625,206.538309117411,205.341850429199,196.731433505518,127.522919824275,154.029561214392
"Merged-chr12-52107633-23",38.5400579763497,62.3414884010051,56.9142780464383,69.0965143872509,88.5526258788241,57.1428526326481,57.4900448058774,64.7273224178996,36.1149491459406,42.9852538733513,52.1918347916534
"Merged-chr12-125825832-20",2.48645535331289,6.63207323414948,6.46753159618617,23.3434170227199,4.31964028677191,2.81030422783515,4.2585218374724,4.46395327019998,5.7023603914643,5.7313671831135,14.0026873831265
"Merged-chr12-119147720-5",24.8645535331289,26.5282929365979,29.7506453424564,25.2108903845375,12.9589208603157,19.6721295948461,21.292609187362,23.4357546685499,21.8590481672798,24.3583105282324,26.7324031859688
"Merged-chr12-63241323-14",11.189049089908,23.8754636429381,15.5220758308468,11.2048401709056,19.4383812904736,14.9882892151208,11.7109350530491,20.0877897158999,12.355114181506,14.3284179577838,12.7297158028423
"Merged-chr12-119777149-24",41.0265133296626,38.466024758067,42.6857085348287,58.8254108972541,48.595953226184,32.7868826580767,34.0681746997792,43.5235443844498,30.4125887544763,48.7166210564648,49.6458916310849
"Merged-chr12-32317553-19",21.1348705031595,21.2226343492783,29.7506453424564,12.1385768518143,38.8767625809472,29.0398103542966,27.6803919435706,12.2758714930499,25.6606217615894,32.9553613029027,26.7324031859688
"Merged-chr12-74712611-18",59.6749284795093,66.3207323414948,42.6857085348287,35.4819938745342,64.7946043015786,38.407491113747,29.8096528623068,55.7994158774997,46.5692765302918,32.9553613029027,39.4621189888111
"Merged-chr12-91188426-23",84.5394820126381,57.0358298136855,68.5558349195734,91.506194729062,77.7535251618943,74.941446075604,85.170436749448,98.2069719443995,76.9818652847681,65.9107226058053,80.1972095579064
"Merged-chr12-127004468-7",39.7832856530062,35.8131954644072,54.3272654079639,37.3494672363518,57.2352337997278,39.3442591896921,36.1974356185154,37.9436027966998,51.3212435231787,30.0896777113459,36.9161758282427
"Merged-chr12-106509890-6",12.4322767665644,26.5282929365979,16.8155821500841,12.1385768518143,18.3584712187806,16.8618253670109,13.8401959717853,16.7398247632499,15.2062943772381,27.2239941197891,29.2783463465373
"Merged-chr12-13147371-37",100.701441809172,100.807513159072,56.9142780464383,63.4940943017981,118.790107886227,79.6252864553292,86.2350672088161,107.134878484799,87.4361926691193,74.5077733804756,75.1053232367695
"Merged-chr12-56868280-4",14.9187321198773,33.1603661707474,12.9350631923723,17.7409969372671,17.2785611470876,15.9250572910659,11.7109350530491,12.2758714930499,19.0078679715477,18.6269433451189,22.9134884451161
"Merged-chr12-78260205-45",91.9988480725768,64.9943176946649,108.654530815928,85.9037746436092,140.388309320087,111.475401037461,80.9119149119756,91.5110420390995,71.2795048933038,67.3435644015837,112.021499065012
"Merged-chr12-126660874-45",435.129686829755,431.084760219716,494.119413948624,528.494961394378,479.480071831682,316.627609669427,436.498488340921,368.276144791498,356.397524466519,323.822245845913,334.791525614752
"Merged-chr12-90624690-47",964.7446770854,997.463814416082,984.358308939536,1103.6767568342,949.240953018127,1204.68374566533,1089.11695993357,1115.98831754999,1043.53195163797,1222.21405179895,1202.9581433686
"Merged-chr12-19289500-45",38.5400579763497,53.0565858731958,40.0986958963543,42.0181506408958,41.0365827243331,31.8501145821317,35.1328051591473,41.2915677493498,60.8251775089526,81.6719823593674,95.4728685213172
"Merged-chr12-105632791-47",309.563691487454,318.339515239175,345.366187236342,262.380007335372,369.329244518998,274.4730462519,288.514854488755,296.852892468298,314.580214929114,289.434042747232,295.329406625941
"Merged-chr12-110163625-25",98.214986455859,76.9320495161339,65.968822281099,73.7651977917949,62.6347841581927,113.348937189351,68.1363493995584,91.5110420390995,60.8251775089526,81.6719823593674,57.2837211127903
"Merged-chr12-103390288-7",38.5400579763497,42.4452686985567,34.9246706194053,42.9518873218046,60.4749640148067,30.9133465061867,29.8096528623068,45.7555210195497,57.023603914643,35.8210448944594,43.2810337296638
"Merged-chr12-76605886-1",82.0530266593253,76.9320495161339,69.8493412388107,36.415730555443,86.3928057354381,59.9531568604832,70.2656103182946,108.250866802349,66.5275379004169,64.4778808100269,59.8296642733588
"Merged-chr12-128750217-22",37.2968302996933,45.0980979922165,47.8597338117777,35.4819938745342,53.9955035846488,56.206084556703,41.5205879153559,41.2915677493498,54.1724237189109,84.5376659509242,48.3729200508007
"Merged-chr12-17356379-3",11.189049089908,17.2433904087886,20.6961011077958,10.2711034899968,24.8379316489385,12.1779849872857,14.9048264311534,12.2758714930499,8.55354058719645,8.59705077467026,8.91080106198961
"Merged-chr12-48254724-4",9.94582141325155,11.9377318214691,3.8805189577117,23.3434170227199,10.7991007169298,10.3044488353956,12.7755655124172,14.5078481281499,19.9582613701251,17.1941015493405,20.3675452845477
"Merged-chr12-127803498-22",21.1348705031595,37.1396101112371,23.2831137462702,34.5482571936254,10.7991007169298,41.2177953415822,21.292609187362,32.3636612089498,19.9582613701251,28.6568359155675,25.4594316056846
"Merged-chr12-118833162-2",17.4051874731902,10.6113171746392,9.05454423466064,15.8735235754495,20.5182913621666,10.3044488353956,23.4218701060982,5.57994158774997,9.50393398577384,10.0298925704486,15.2756589634108
"Merged-chr12-83427110-47",351.833432493773,343.541393528943,313.028529255411,357.621148788069,332.612302081437,362.529245390734,355.586573428945,337.028471900098,338.340049893549,375.404550493935,360.250957220437
"Merged-chr12-66368224-47",724.801735490706,738.812958284252,733.418083007512,613.464999357079,664.144694091181,998.594768957423,848.510476116376,713.116534914446,726.100556513121,646.211649896048,632.666875401262
"Merged-chr12-77963941-23",72.1072052460737,133.967879329819,97.0129739427926,36.415730555443,79.9133453052803,57.1428526326481,81.9765453713437,53.5674392423997,61.77557090753,100.298925704486,42.0080621493796
"Merged-chr12-92941424-18",21.1348705031595,103.460342452732,9.05454423466064,29.8795737890815,60.4749640148067,52.4590122529228,12.7755655124172,24.5517429860999,20.9086547687024,44.4180956691297,42.0080621493796
"Merged-chr12-12149627-1",21.1348705031595,13.264146468299,14.2285695116096,11.2048401709056,12.9589208603157,10.3044488353956,10.646304593681,11.1598831754999,5.7023603914643,10.0298925704486,3.81891474085269
"Merged-chr12-110392736-35",32.3239195930675,43.7716833453866,33.6311643001681,42.9518873218046,56.1553237280348,42.1545634175272,20.2279787279939,52.4514509248497,33.2637689502084,28.6568359155675,52.1918347916534
"Merged-chr12-126917403-17",59.6749284795093,74.2792202224742,58.2077843656756,69.0965143872509,85.3128956637452,68.3840695439887,93.6874804243928,77.0031939109496,67.4779312989942,90.2690331340377,98.0188116818857
"Merged-chr12-11404520-46",68.3775222161044,135.294293976649,56.9142780464383,83.1025646008828,78.8334352335873,58.0796207085931,54.2961534277731,210.921792016949,43.7180963345597,194.866484225859,246.95648657514
"Merged-chr12-11698502-40",312.050146840767,393.945150108479,388.05189577117,543.434748288919,396.326996311322,444.964836073899,452.467945231443,390.595911142498,427.677029359823,458.50937464908,367.888786702142
"Merged-chr12-123911943-18",24.8645535331289,27.8547075834278,20.6961011077958,54.1567274927102,28.0776618640174,27.1662742024065,42.585218374724,43.5235443844498,33.2637689502084,41.5524120775729,33.09726108739
"Merged-chr12-30302323-47",344.374066433835,450.980979922165,444.966173817609,392.169405981694,546.434496276646,483.372327187646,452.467945231443,424.075560668998,534.12109000049,527.285780846442,590.658813251882
"Merged-chr12-105444702-24",176.538330085215,145.905611151289,153.927251989231,90.5724580481532,176.025341685955,181.73300673334,155.436047067743,175.210165855349,176.773172135393,169.075331901848,175.670078079224
"Merged-chr12-120871910-30",18.6484151498466,33.1603661707474,18.1090884693213,37.3494672363518,20.5182913621666,17.798593442956,20.2279787279939,18.9718013983499,21.8590481672798,54.4479882395783,42.0080621493796
"Merged-chr12-19495164-23",60.9181561561657,75.6056348693041,93.1324549850809,75.6326711536125,76.6736150902014,67.4473014680436,83.0411758307118,102.670925214599,89.3369794662741,71.6420897889188,67.4674937550642
"Merged-chr12-61189265-24",336.914700373896,330.277247060644,403.573971602017,409.910402918961,462.201510684594,453.395748757404,538.703012440259,357.116261615998,483.750239875888,368.240341515043,458.269768902323
"Merged-chr12-106884487-18",29.8374642397546,42.4452686985567,34.9246706194053,40.1506772790782,34.5571222941753,46.8384037972525,40.4559574559878,25.6677313036499,32.3133755516311,35.8210448944594,35.6432042479584
"Merged-chr12-82610198-23",160.376370288681,128.6622207425,134.524657200672,99.9098248572411,150.107499965324,147.072587923373,127.755655124172,133.918598105999,131.154289003679,141.851337782059,136.207959090413
"Merged-chr12-43634832-16",28.5942365630982,30.5075368770876,36.2181769386426,35.4819938745342,46.436133082798,47.7751718731976,39.3913269966197,45.7555210195497,46.5692765302918,70.2092479931404,43.2810337296638
"Merged-chr12-89942472-23",28.5942365630982,33.1603661707474,31.0441516616936,26.1446270654463,34.5571222941753,30.9133465061867,33.0035442404111,26.7837196211999,36.1149491459406,32.9553613029027,31.8242895071057
"Merged-chr12-45938959-41",47.2426517129448,51.7301712263659,59.5012906849128,42.0181506408958,63.7146942298856,41.2177953415822,50.0376315903007,53.5674392423997,50.3708501246013,67.3435644015837,64.9215505944957
"Merged-chr12-120243578-6",14.9187321198773,26.5282929365979,12.9350631923723,15.8735235754495,18.3584712187806,19.6721295948461,17.0340873498896,10.0438948579499,18.0574745729703,18.6269433451189,24.1864600254004
"Merged-chr12-62088803-19",64.647839186135,39.7924394048969,34.9246706194053,41.084413959987,39.9566726526401,32.7868826580767,27.6803919435706,42.4075560668998,37.065342544518,24.3583105282324,29.2783463465373
"Merged-chr12-126626697-11",100.701441809172,59.6886591073453,53.0337590887266,61.6266209399805,79.9133453052803,96.4871118223402,73.4595016963989,55.7994158774997,165.368451352465,85.9705077467026,106.929612743875
"Merged-chr12-32865296-10",28.5942365630982,35.8131954644072,54.3272654079639,29.8795737890815,52.9155935129559,38.407491113747,39.3913269966197,42.4075560668998,42.7677029359823,31.5225195071243,35.6432042479584
"Merged-chr12-78925813-4",17.4051874731902,11.9377318214691,21.989607427033,9.33736680908796,6.47946043015786,37.470723037802,14.9048264311534,13.3918598105999,8.55354058719645,32.9553613029027,14.0026873831265
"Merged-chr12-103073214-6",27.3510088864418,23.8754636429381,24.5766200655075,11.2048401709056,17.2785611470876,11.2412169113406,10.646304593681,10.0438948579499,20.9086547687024,10.0298925704486,12.7297158028423
"Merged-chr12-83031649-34",60.9181561561657,76.9320495161339,89.2519360273692,63.4940943017981,98.2718165240609,62.7634610883184,46.8437402121964,84.8151121337995,44.668489733137,87.4033495424809,77.651266397338
"Merged-chr12-19833123-1",19.8916428265031,2.65282929365979,2.58701263847447,23.3434170227199,10.7991007169298,8.43091268350545,5.3231522968405,8.92790654039995,8.55354058719645,10.0298925704486,20.3675452845477
"Merged-chr12-89984800-23",124.322767665644,137.947123270309,169.449327820078,138.193028774502,319.653381221121,161.124109062549,182.051808551945,158.470341092099,180.574745729703,159.0454393314,159.121447535529
"Merged-chr12-94545900-22",26.1077812097853,42.4452686985567,34.9246706194053,12.1385768518143,17.2785611470876,29.0398103542966,25.5511310248344,25.6677313036499,25.6606217615894,30.0896777113459,40.7350905690953
"Merged-chr12-129217440-24",17.4051874731902,11.9377318214691,10.3480505538979,16.8072602563583,7.55937050185084,12.1779849872857,14.9048264311534,10.0438948579499,12.355114181506,25.7911523240108,30.5513179268215
"Merged-chr12-55626090-47",100.701441809172,123.35656215518,113.828556092877,114.849611751782,88.5526258788241,109.601864885571,113.915459152387,99.3229602619494,134.955862597988,101.731767500265,122.205271707286
"Merged-chr12-20152036-4",14.9187321198773,14.5905611151289,18.1090884693213,13.0723135327231,12.9589208603157,14.0515211391758,10.646304593681,21.2037780334499,16.1566877758155,14.3284179577838,14.0026873831265
"Merged-chr12-60617982-2",3.72968302996933,22.5490489961082,2.58701263847447,3.73494672363518,19.4383812904736,2.81030422783515,14.9048264311534,2.23197663509999,4.75196699288692,12.8955761620054,6.36485790142115
"Merged-chr12-117946457-2",11.189049089908,10.6113171746392,6.46753159618617,11.2048401709056,21.5982014338595,6.55737653161535,11.7109350530491,8.92790654039995,12.355114181506,7.16420897889188,14.0026873831265
"Merged-chr12-120946888-23",80.8097989826688,57.0358298136855,62.0883033233873,66.2953043445245,61.5548740864997,61.8266930123733,57.4900448058774,79.2351705460496,53.2220303203335,37.2538866902378,50.9188632113692
"Merged-chr12-93471212-20",48.4858793896013,58.3622444605154,46.5662274925405,41.084413959987,44.2763129394121,46.8384037972525,52.1668925090369,53.5674392423997,60.8251775089526,35.8210448944594,47.0999484705165
"Merged-chr12-111551155-20",94.4853034258897,124.68297680201,153.927251989231,60.6928842590717,197.623543119815,15.9250572910659,81.9765453713437,72.5392406407496,99.7913068506253,30.0896777113459,72.5593800762011
"Merged-chr12-118819856-22",16.1619597965338,13.264146468299,12.9350631923723,21.4759436609023,14.0388309320087,16.8618253670109,24.4865005654663,11.1598831754999,17.1070811743929,15.7612597535621,20.3675452845477
"Merged-chr12-11956729-7",19.8916428265031,35.8131954644072,20.6961011077958,21.4759436609023,33.4772122224823,21.5456657467362,24.4865005654663,18.9718013983499,28.5118019573215,22.925468732454,15.2756589634108
"Merged-chr12-87410029-63",285.942365630982,255.99802683817,284.571390232192,340.81388853171,248.379316489385,375.643998453965,358.78046480705,358.232249933548,285.118019573215,224.956161937205,244.410543414572
"Merged-chr12-64560761-27",39.7832856530062,35.8131954644072,33.6311643001681,42.0181506408958,45.356223011105,27.1662742024065,26.6157614842025,35.7116261615998,43.7180963345597,32.9553613029027,39.4621189888111
"Merged-chr12-91280713-3",8.7025937365951,13.264146468299,3.8805189577117,6.53615676636157,10.7991007169298,7.4941446075604,7.4524132155767,11.1598831754999,9.50393398577384,10.0298925704486,10.1837726422738
"Merged-chr12-127970013-37",476.156200159418,319.665929886005,280.69087127448,263.31374401628,296.975269715569,136.768139087977,467.372771662596,330.332541994798,115.947994626441,212.0605857752,90.3809822001803
"Merged-chr12-83855565-6",11.189049089908,5.30565858731958,3.8805189577117,12.1385768518143,9.71919064523679,8.43091268350545,7.4524132155767,12.2758714930499,5.7023603914643,12.8955761620054,22.9134884451161
"Merged-chr12-104198026-9",65.8910668627915,26.5282929365979,14.2285695116096,20.5422069799935,10.7991007169298,11.2412169113406,34.0681746997792,7.81191822284996,15.2062943772381,44.4180956691297,30.5513179268215
"Merged-chr12-120491767-25",150.43054887543,103.460342452732,175.916859416264,109.247191666329,141.46821939178,105.854792581791,130.949546502276,161.818306044749,133.055075800834,120.358710845384,101.837726422738
"Merged-chr12-48277589-47",213.835160384908,283.852734421598,284.571390232192,318.404208189899,250.539136632771,380.32783883369,252.31741887024,228.777605097749,289.869986566102,300.896777113459,314.423980330205
"Merged-chr12-125725783-48",486.102021572669,436.390418807036,451.433705413795,324.006628275352,414.685467530103,559.250541339195,541.896903818363,512.238637755447,416.272308576894,517.255888275994,468.453541544596
"Merged-chr12-10825391-4",11.189049089908,11.9377318214691,19.4025947885585,8.40363012817916,11.8790107886227,14.0515211391758,25.5511310248344,18.9718013983499,21.8590481672798,21.4926269366756,24.1864600254004
"Merged-chr12-37294443-5",11.189049089908,21.2226343492783,31.0441516616936,29.8795737890815,12.9589208603157,9.3676807594505,8.5170436749448,20.0877897158999,7.60314718861907,12.8955761620054,6.36485790142115
"Merged-chr12-102730555-2",9.94582141325155,3.97924394048969,5.17402527694894,4.66868340454398,1.07991007169298,10.3044488353956,13.8401959717853,10.0438948579499,2.85118019573215,15.7612597535621,5.09188632113692
"Merged-chr12-120506181-16",31.0806919164111,25.201878289768,20.6961011077958,44.8193606836222,17.2785611470876,20.6088976707911,29.8096528623068,17.8558130807999,31.3629821530537,37.2538866902378,45.8269768902323
"Merged-chr12-125074528-47",455.021329656258,515.975297616829,508.347983460233,519.15759458529,573.432248068971,465.57373374469,435.433857881553,425.191548986548,530.31951640618,442.748114895518,518.099433175681
"Merged-chr12-53536207-46",98.214986455859,79.5848788097937,67.2623286003362,91.506194729062,93.952176237289,76.8149822274941,77.7180235338713,104.902901849699,86.4857992705419,81.6719823593674,80.1972095579064
"Merged-chr12-38521507-7",16.1619597965338,22.5490489961082,27.1636327039819,18.6747336181759,11.8790107886227,14.0515211391758,13.8401959717853,18.9718013983499,15.2062943772381,14.3284179577838,12.7297158028423
"Merged-chr12-30294145-30",19.8916428265031,27.8547075834278,25.8701263847447,30.8133104699903,33.4772122224823,26.2295061264614,14.9048264311534,30.1316845738498,31.3629821530537,14.3284179577838,26.7324031859688
"Merged-chr12-61479282-23",84.5394820126381,118.050903567861,103.480505538979,68.1627777063421,128.509298531464,81.4988226072194,77.7180235338713,92.6270303566495,105.49366724209,84.5376659509242,95.4728685213172
"Merged-chr12-80985945-22",36.0536026230369,39.7924394048969,37.5116832578798,53.2229908118014,37.7968525092542,45.9016357213074,33.0035442404111,46.8715093370997,38.9661293416727,44.4180956691297,47.0999484705165
"Merged-chr12-89610937-1",11.189049089908,13.264146468299,11.6415568731351,4.66868340454398,10.7991007169298,13.1147530632307,12.7755655124172,13.3918598105999,24.710228363012,15.7612597535621,26.7324031859688
"Merged-chr12-88128315-47",1669.6547697496,1598.32964943002,1712.6023666701,1625.63556146221,1615.54546725269,1856.67432652309,1686.37464763907,1504.35225205739,1597.61130300858,1590.454393314,1593.76041851586
"Merged-chr12-111347343-29",104.431124839141,62.3414884010051,69.8493412388107,106.445981623603,53.9955035846488,91.8032714426149,74.524132155767,58.0313925125997,53.2220303203335,42.9852538733513,53.4648063719376
"Merged-chr12-115277746-11",27.3510088864418,17.2433904087886,18.1090884693213,16.8072602563583,19.4383812904736,26.2295061264614,17.0340873498896,23.4357546685499,24.710228363012,18.6269433451189,26.7324031859688
"Merged-chr12-103069986-15",33.567147269724,17.2433904087886,25.8701263847447,11.2048401709056,17.2785611470876,35.5971868859119,40.4559574559878,21.2037780334499,20.9086547687024,32.9553613029027,30.5513179268215
"Merged-chr12-111208764-41",77.0801159526995,55.7094151668556,21.989607427033,182.078652777215,35.6370323658682,26.2295061264614,78.7826539932394,58.0313925125997,76.0314718861907,65.9107226058053,109.475555904444
"Merged-chr12-47749724-9",27.3510088864418,26.5282929365979,27.1636327039819,28.9458371081727,46.436133082798,23.4192018986263,36.1974356185154,27.8997079387498,22.8094415658572,32.9553613029027,20.3675452845477
"Merged-chr12-128730925-15",6.21613838328222,10.6113171746392,12.9350631923723,22.4096803418111,8.63928057354381,15.9250572910659,8.5170436749448,15.6238364456999,14.2559009786608,22.925468732454,15.2756589634108
"Merged-chr12-117804877-19",39.7832856530062,29.1811222302577,29.7506453424564,27.0783637463551,37.7968525092542,20.6088976707911,27.6803919435706,33.4796495264998,31.3629821530537,25.7911523240108,20.3675452845477
"Merged-chr12-104550002-1",12.4322767665644,9.28490252780927,11.6415568731351,8.40363012817916,11.8790107886227,9.3676807594505,9.5816741343129,15.6238364456999,12.355114181506,12.8955761620054,8.91080106198961
"Merged-chr12-94564889-24",134.268589078896,159.169757619587,138.405176158384,90.5724580481532,186.824442402885,156.440268682823,103.269154558706,137.266563058649,168.219631548197,150.448388556729,117.113385386149
"Merged-chr12-84414302-17",70.8639775694173,79.5848788097937,72.4363538772852,98.0423514954236,70.1941546600435,81.4988226072194,75.5887626151351,71.4232523231996,92.1881596620062,104.597451091821,95.4728685213172
"Merged-chr12-59306485-32",416.481271679908,328.950832413814,376.410338898035,578.916742163453,463.281420756287,356.908636935064,355.586573428945,393.943876095148,358.298311263674,249.314472465437,245.683514994856
"Merged-chr12-35848488-47",59.6749284795093,63.667903047835,51.7402527694894,106.445981623603,85.3128956637452,86.1826629869446,68.1363493995584,79.2351705460496,85.5354058719646,71.6420897889188,89.108010619896
"Merged-chr12-20373649-33",62.1613838328222,55.7094151668556,19.4025947885585,44.8193606836222,19.4383812904736,23.4192018986263,38.3266965372516,24.5517429860999,18.0574745729703,42.9852538733513,34.3702326676742
"Merged-chr12-111380352-46",104.431124839141,135.294293976649,100.893492900504,151.265342307225,99.3517265957539,99.2974160501753,122.432502827332,118.294761660299,109.295240836399,106.0302928876,155.302532794676
"Merged-chr12-119139987-46",379.184441380215,274.567831893788,318.20255453236,313.735524785355,287.256079070332,283.84072701135,292.773376326228,343.724401805398,280.366052580328,306.628144296572,322.06180981191
"Merged-chr12-84561034-47",1801.43690347519,1977.68423842337,2099.36075612203,1825.4552111767,1785.09134850849,2059.01623092722,2014.28082912445,1947.39961412474,1841.86240644297,1990.21725433616,1873.81416617839
"Merged-chr12-96808898-7",4.97291070662577,17.2433904087886,7.76103791542341,23.3434170227199,10.7991007169298,17.798593442956,2.1292609187362,11.1598831754999,9.50393398577384,12.8955761620054,12.7297158028423
